ID,post_title,post_content,post_excerpt
79402,"GENTLEMAN","The star of the Gentleman Night Collection is the bed, which echoes the mood and appearance of the living room collection. The wide, enveloping headboard, with its soft lines and quality details such as the grosgrain edging, references the raised lapels of a jacket. The bed rests on a slender foot which comes in an elegant brown nickel or champagne finish.","The star of the Gentleman Night Collection is the bed, which echoes the mood and appearance of the living room collection. The wide, enveloping headboard, with its soft lines and quality details such as the grosgrain edging, references the raised lapels of a jacket. The bed rests on a slender foot which comes in an elegant brown nickel or champagne finish."
79271,"PARIS SEOUL","Generous proportions for the Paris Seoul sofa collection. An ultra-bold aesthetic for an archetype of upholstery, bringing each element back to its primary shape. An elegant and complete offer for the most classic atmosphere of the living area, able to create an evolved comfort, thanks to the mechanism that allows you to adjust the depth of the seat as desired.","Generous proportions for the Paris Seoul sofa collection. An ultra-bold aesthetic for an archetype of upholstery, bringing each element back to its primary shape. An elegant and complete offer for the most classic atmosphere of the living area, able to create an evolved comfort, thanks to the mechanism that allows you to adjust the depth of the seat as desired."
79204,"HENRY","Henry is an extendable dining table with important dimensions, designed for moments of conviviality. The elegant finish of the structure, in solid wood and distinguished by a refined cabinet-making workmanship, is combined with the rectangular top in wood, marble or glass.","Henry is a generously sized modern dining table, available in rectangular and square versions, always with rounded corners. It is inspired by the Henry coffee table collection, featuring simple lines and reduced thicknesses, with a view to creating coordinated, streamlined living spaces. The solid wood structure, an expression of exquisite cabinet making craftsmanship, is combined with a top, available in glass, marble or wood. The top is extendable for maximum functionality in the versions crafted from Spessart oak, gold walnut and black elm."
79259,"ORBIT","Orbit is a simple and elegant jewel that combines ancient know-how with advanced production technology. The coffee table reinterprets glass, a technical material, through a design structured around soft, curved lines. The round top is welded to the conical base in blown glass using a special UV technology that leaves no visible joints. Available in two heights, Orbit is visually light and minimal while projecting a sculptural appearance. A distinctive feature that creates a dialogue with any setting, from the most classic to the most contemporary.","Orbit is a simple and elegant jewel that combines ancient know-how with advanced production technology. The coffee table reinterprets glass, a technical material, through a design structured around soft, curved lines. The round top is welded to the conical base in blown glass using a special UV technology that leaves no visible joints. Available in two heights, Orbit is visually light and minimal while projecting a sculptural appearance. A distinctive feature that creates a dialogue with any setting, from the most classic to the most contemporary."
79229,"NARA","Coffee table or stool, pouffe or bedside table, Nara is a versatile piece of furniture that stands out for its elegant simplicity. It is available in two sizes and is crafted from solid wood. The structural craftsmanship is inspired by the art of cabinet-making, a detail that is much more than a mere aesthetic choice and reflects the extent of Poliform's care, attention and skill. An ideal complement alongside a sofa or armchair, in the bedroom, it morphs into a sophisticated and exquisite bedside table.","Coffee table or stool, pouffe or bedside table, Nara is a versatile piece of furniture that stands out for its elegant simplicity. It is available in two sizes and is crafted from solid wood. The structural craftsmanship is inspired by the art of cabinet-making, a detail that is much more than a mere aesthetic choice and reflects the extent of Poliform's care, attention and skill. An ideal complement alongside a sofa or armchair, in the bedroom, it morphs into a sophisticated and exquisite bedside table."
79018,"MY PLANET","Poliform reinterprets the kitchen with practicality and lightness. This is thanks to components such as the handles, integrated or applied, and a lighter door that allows maximum freedom in the choice of finishes. Details that determine the uniqueness of My Planet, a project able to give life to original and exclusive compositional results even in environments of limited size.","Con il modello My Planet, Poliform reinterpreta la cucina contemporanea con praticità e leggerezza. Merito di componenti come le maniglie, integrate o applicate, e di un’anta più leggera che consente la massima libertà nella scelta delle finiture. Particolari che determinano l’unicità di My Planet, un progetto in grado di dare vita a risultati compositivi originali ed esclusivi anche in ambienti dalle dimensioni contenute."
79089,"GENTLEMAN RELAX","As its name suggests, the Gentleman Relax armchair is designed to favour moments of rest in both domestic settings and public venues. Its soft lines and characteristic pointed feet echo the Gentleman Single model, which is reinterpreted with a greater depth of the seat. The armchair can be upholstered in leather or fabric, also with grosgrain edging, and can be combined with the matching pouffe.","As its name suggests, the Gentleman Relax armchair is designed to favour moments of rest in both domestic settings and public venues. Its soft lines and characteristic pointed feet echo the Gentleman Single model, which is reinterpreted with a greater depth of the seat. The armchair can be upholstered in leather or fabric, also with grosgrain edging, and can be combined with the matching pouffe."
79042,"BEDROOM COORDINATES","BEDROOM COORDINATES","BEDROOM COORDINATES"
79077,"GENTLEMAN&#8217;S FRIENDS","Gentleman's Friends completes the Gentleman collection, a modern conversation sofa available with two or three seats. Like the armchairs, it features a metal base with slender feet in different finishes to be customised according to the fabric or leather upholstery.","Gentleman's Friends completes the Gentleman collection, a modern conversation sofa available with two or three seats. Like the armchairs, it features a metal base with slender feet in different finishes to be customised according to the fabric or leather upholstery."
79137,"MATHIEU","Mathieu is a contemporary desk characterised by a slender silhouette and graceful contours. The top, with a wood frame and leather insert, traces subtle curves that soften the strong lines of the painted metal structure. The optional accessories – the small drawer under the top and the mirror – are elegant and discreet, making it a perfect complement for bedroom spaces.","Mathieu is a contemporary desk characterised by a slender silhouette and graceful contours. The top, with a wood frame and leather insert, traces subtle curves that soften the strong lines of the painted metal structure. The optional accessories – the small drawer under the top and the mirror – are elegant and discreet, making it a perfect complement for bedroom spaces."
79226,"FLUTE","Like the Flute table, the coffee table too has thin and clean shapes. Because of its simplicity, combined with the many available colours and finishes, it fits elegantly into any context, next to the sofa or as a bedside table in the night area.","Like the Flute table, the coffee table too has thin and clean shapes. Because of its simplicity, combined with the many available colours and finishes, it fits elegantly into any context, next to the sofa or as a bedside table in the night area."
79021,"TWELVE","The Twelve model is the culmination of a relentless search for simplicity. A kitchen featuring rigorous aesthetic styling that balances minimal thickness and maximum surface area, with the thinnest door in the range. The wide variety of finishes and materials available – from glass to steel – opens up every possible stylistic interpretation.","Il modello Twelve è l’esito di una ricerca estrema di essenzialità. Una cucina dall’estetica rigorosa, equilibrata tra minimi spessori e massima ampiezza delle superfici, con l’anta più sottile della gamma. La grande varietà di finiture e materiali disponibili – dal vetro all’acciaio – apre a ogni possibile interpretazione stilistica."
78998,"JANE","Jane is a conversation sofa for home and hospitality spaces. From the wider Jane collection it recalls the soft curves and the elegant combination of a wood or metal base with a fabric or leather seat.","La collezione di poltrone e poltroncine Jane si ispira a un’idea di eleganza, comfort e intimità. La serie, che si caratterizza per le curve morbide e le proporzioni equilibrate, si sviluppa a partire dalla poltroncina Jane. Dimensioni contenute e stile senza tempo ne fanno l’archetipo della collezione, da interpretare scegliendo differenti combinazioni materiche. Il basamento è in essenza o metallo e si abbina a tessuti o pelli che vestono la poltroncina come abiti haute couture."
79069,"UBIK","Ubik is an elegant walk-in closet based on the combination of panelling and a rack system. Innovative and lightweight, it offers both flexibility and functionality, thanks to storage units and accessories such as trays, drawers with wooden or glass fronts, pull-out shoe racks, trouser and shirt racks that can be positioned at the desired height and in the desired order. The structure of the Ubik walk-in closet comprises a system of wall panels available in a variety of finishes, which can be combined or replaced by profiles with racks, in turn, completed by shelves and fixtures. The panel finishes define the aesthetic style of the walk-in closet, such as the classic version with wood laminate panelling, a sophisticated version in glass, and exclusive fabric effect and technocover variants. The rack system comes in two optional metal finishes, elegant slate and shimmering champagne.","Ubik is an elegant walk-in closet based on the combination of panelling and a rack system. Innovative and lightweight, it offers both flexibility and functionality, thanks to storage units and accessories such as trays, drawers with wooden or glass fronts, pull-out shoe racks, trouser and shirt racks that can be positioned at the desired height and in the desired order. The structure of the Ubik walk-in closet comprises a system of wall panels available in a variety of finishes, which can be combined or replaced by profiles with racks, in turn, completed by shelves and fixtures. The panel finishes define the aesthetic style of the walk-in closet, such as the classic version with wood laminate panelling, a sophisticated version in glass, and exclusive fabric effect and technocover variants. The rack system comes in two optional metal finishes, elegant slate and shimmering champagne."
79337,"GENTLEMAN SINGLE","Gentleman is a collection of armchairs, pouffes and sofas that can be used individually or combined to create spaces for relaxation in the home and in communal areas. The series has been developed from Gentleman Single, a compact armchair that expresses maximum comfort in small dimensions. Soft curves and slender feet emphasise its elegant bearing, inspired by that of the gentlemen of the past. The upholstery is in leather or fabric, also with grosgrain edging.","Gentleman is a collection of armchairs, pouffes and sofas that can be used individually or combined to create spaces for relaxation in the home and in communal areas. The series has been developed from Gentleman Single, a compact armchair that expresses maximum comfort in small dimensions. Soft curves and slender feet emphasise its elegant bearing, inspired by that of the gentlemen of the past. The upholstery is in leather or fabric, also with grosgrain edging."
79188,"STANFORD BRIDGE","A thin shell enveloping like a dress rests on a slender structure with a revolving base. Stanford Bridge is the natural evolution of the Stanford armchair: a modern chair, with or without armrests, of a discreet and contemporary elegance. In fabric or leather, it is designed for home spaces but it is also ideal for work environments.","A thin shell enveloping like a dress rests on a slender structure with a revolving base. Stanford Bridge is the natural evolution of the Stanford armchair: a modern chair, with or without armrests, of a discreet and contemporary elegance. In fabric or leather, it is designed for home spaces but it is also ideal for work environments."
79346,"JANE","The Jane collection of armchairs and low chairs is inspired by a concept of elegance, comfort and intimacy. The series, which is characterised by soft curves and balanced proportions, evolves from the Jane armchair. Small dimensions and timeless style make it the archetype of the collection, to be interpreted by choosing different textural combinations. The base is in wood or metal and can be combined with fabrics or leathers that adorn the small armchair like haute couture garments.","The Jane collection of armchairs and low chairs is inspired by a concept of elegance, comfort and intimacy. The series, which is characterised by soft curves and balanced proportions, evolves from the Jane armchair. Small dimensions and timeless style make it the archetype of the collection, to be interpreted by choosing different textural combinations. The base is in wood or metal and can be combined with fabrics or leathers that adorn the small armchair like haute couture garments."
79140,"FREE","A monolith with stylized and geometric shapes in Piet Mondrian style to be freely interpreted, choosing from all the options offered by the mat and glossy lacquered colours. In high or low version, the sideboard Free can be equipped with optional accessories such as the cutlery holder and the bottle holder.","A monolith with stylized and geometric shapes in Piet Mondrian style to be freely interpreted, choosing from all the options offered by the mat and glossy lacquered colours. In high or low version, the sideboard Free can be equipped with optional accessories such as the cutlery holder and the bottle holder."
79349,"JANE LARGE","The same harmonious proportions of the Jane armchair can be found in the generous volumes of Jane Large. Among the fashionable textures and soft-touch leathers, the variant with grosgrain edging and the one with different upholstery between the inside and outside of the shell stand out.","The same harmonious proportions of the Jane armchair can be found in the generous volumes of Jane Large. Among the fashionable textures and soft-touch leathers, the variant with grosgrain edging and the one with different upholstery between the inside and outside of the shell stand out."
79131,"HOME HOTEL","Elegance and versatility are the common thread of the collection Home Hotel that reinterprets the space of contemporary living. In its two versions, Home Hotel is a solid and light writing desk or a console table. The desk, in black elm, is available with or without drawer and leather pad.","Elegance and versatility are the common thread of the collection Home Hotel that reinterprets the space of contemporary living. In its two versions, Home Hotel is a solid and light writing desk or a console table. The desk, in black elm, is available with or without drawer and leather pad."
79060,"SENZAFINE WARDROBE","Senzafine is more than a wardrobe. It is a system that is constantly being enhanced with new aesthetic and functional solutions. The modular structure is designed to create customised solutions, ideal for any architectural design. The structure is composed of side frames, also available in glass, back panels, tops, bases and shelves, to which may be added different types of doors for hinged, sliding, coplanar or external drawer opening solutions. Ultimate freedom in the choice of finishes, from melamine to the most precious surfaces, such as glass, which may be applied to sides, back panels and doors to create exclusive display case wardrobe structures. Drawer units, fixtures and accessories complete an evolutionary range capable of adapting to any space.","Senzafine is more than a wardrobe. It is a system that is constantly being enhanced with new aesthetic and functional solutions. The modular structure is designed to create customised solutions, ideal for any architectural design. The structure is composed of side frames, also available in glass, back panels, tops, bases and shelves, to which may be added different types of doors for hinged, sliding, coplanar or external drawer opening solutions. Ultimate freedom in the choice of finishes, from melamine to the most precious surfaces, such as glass, which may be applied to sides, back panels and doors to create exclusive display case wardrobe structures. Drawer units, fixtures and accessories complete an evolutionary range capable of adapting to any space."
79009,"CANNELÉ","Cannelé is a two-coloured carpet characterized by a striped pattern. What further defines the difference of the stripes is the juxtaposition of two techniques – bouclé for the nero, hand-cut fleece for the perla. Both carpets are made of a blend of Himalayan wool and bamboo silk, which makes them soft and pleasant to the touch.","Cannelé is a two-coloured carpet characterized by a striped pattern. What further defines the difference of the stripes is the juxtaposition of two techniques – bouclé for the nero, hand-cut fleece for the perla. Both carpets are made of a blend of Himalayan wool and bamboo silk, which makes them soft and pleasant to the…"
79351,"JANE LOUNGE","Designed for elegant settings in which to carve out spaces dedicated to comfort and intimacy, Jane Lounge features a high back that combines comfort and aesthetics, making it the perfect reading armchair. Combined with the pouffe, which echoes the lines of the series, this contemporary style armchair assures even greater relaxation.","Designed for elegant settings in which to carve out spaces dedicated to comfort and intimacy, Jane Lounge features a high back that combines comfort and aesthetics, making it the perfect reading armchair. Combined with the pouffe, which echoes the lines of the series, this contemporary style armchair assures even greater relaxation."
79071,"SENZAFINE WALK-IN CLOSET","The Senzafine walk-in closet reinterprets the wardrobe system in a light and elegant way without sacrificing the sturdiness assured by the thicker side panels. Without doors, the storage volumes are open and offer maximum freedom of configuration. The finishes are the protagonists, as are the fixtures, which can be selected according to personal requirements by combining clothes hanger rods, drawer units, shelves and pull-out trays. The walk-in closet can be completed with the Senzafine island drawer unit, a perfect aesthetic match.","The Senzafine walk-in closet reinterprets the wardrobe system in a light and elegant way without sacrificing the sturdiness assured by the thicker side panels. Without doors, the storage volumes are open and offer maximum freedom of configuration. The finishes are the protagonists, as are the fixtures, which can be selected according to personal requirements by combining clothes hanger rods, drawer units, shelves and pull-out trays. The walk-in closet can be completed with the Senzafine island drawer unit, a perfect aesthetic match."
79045,"HENRY","Henry is an eclectic accessory – pouffe, stool and coffee table all rolled into one. The design references the lines of the Grace and Sophie chairs, with a slender solid wood frame and a soft, round or rectangular seat with rounded corners, upholstered in fabric or leather.","Henry is an eclectic accessory – pouffe, stool and coffee table all rolled into one. The design references the linesof the Grace and Sophie chairs, with a slender solid wood frame and a soft, round or rectangular seat withrounded corners, upholstered in fabric or leather."
79316,"SANTA MONICA","The Santa Monica armchair features enveloping, comfortable forms and sartorial details, with various upholstered finishes available, in leather or fabric. The feather padding gives it a pleasantly casual look.","The Santa Monica armchair features enveloping, comfortable forms and sartorial details, with various upholstered finishes available, in leather or fabric. The feather padding gives it a pleasantly casual look."
79063,"SENZAFINE DRAWER UNIT","Senzafine is an island chest of drawers designed to elegantly complement wardrobe spaces. Perfect as a centrepiece, it is very versatile; this Poliform drawer unit can be ordered in customised sizes and with personalised fixtures, with matching finishes to coordinate with the walk-in closet.","Senzafine is an island chest of drawers designed to elegantly complement wardrobe spaces. Perfect as a centrepiece, it is very versatile; this Poliform drawer unit can be ordered in customised sizes and with personalised fixtures, with matching finishes to coordinate with the walk-in closet."
79310,"SANTA MONICA HOME","A classic reading armchair with a headrest, Santa Monica Home is characterised by its soft, full forms. The feather padding lends an elegantly casual aesthetic that invites you to relax. The armchair can be upholstered in fabric or leather.","A classic reading armchair with a headrest, Santa Monica Home is characterised by its soft, full forms.The feather padding lends an elegantly casual aesthetic that invites you to relax. The armchair can be upholstered in fabric or leather."
79134,"CONCORDE","The light and essential shapes of the Concorde table are reinterpreted in the form of a writing desk, an essential component to create a dedicated home study area. The materials have been carefully selected, including solid wood and sophisticated finishes. Concorde is available with or without a drawer and leather top.","The light and essential shapes of the Concorde table are reinterpreted in the form of a writing desk, an essential component to create a dedicated home study area. The materials have been carefully selected, including solid wood and sophisticated finishes. Concorde is available with or without a drawer and leather top."
79191,"SOPHIE LITE","The Sophie Lite chair is the contemporary and lightweight evolution of the historical Sophie model. The solid wood structure is unchanged, while the seat features a shaped backrest, upholstered in fabric or leather. Inviting and elegant, Sophie Lite is the new, perfect complement to all the tables in the Day Complements collection.","The Sophie Lite chair is the contemporary and lightweight evolution of the historical Sophie model. The solid wood structure is unchanged, while the seat features a shaped backrest, upholstered in fabric or leather. Inviting and elegant, Sophie Lite is the new, perfect complement to all the tables in the Day Complements collection."
79304,"IPANEMA","Ipanema is a modern, sophisticated, comfortable and highly versatile armchair. The minimal design of the structure is combined with a focus on comfort, with separate cushion support or the structure upholstered in fabric or leather. Ipanema is also available in a chair version to create coordinated spaces in terms of taste and style.","Ipanema is a modern, sophisticated, comfortable and highly versatile armchair. The minimal design of the structure is combined with a focus on comfort, with separate cushion support or the structure upholstered in fabric or leather. Ipanema is also available in a chair version to create coordinated spaces in terms of taste and style."
79066,"SET UP","An elegant jewel, the Set-Up island chest of drawers features a glass top and open compartments that display items while storing them. An ideal centrepiece for the walk-in closet, Set-Up is finished on all four sides and embellished with high-grade finishes.","An elegant jewel, the Set-Up island chest of drawers features a glass top and open compartments that display items while storing them. An ideal centrepiece for the walk-in closet, Set-Up is finished on all four sides and embellished with high-grade finishes."
79307,"MARLON","The strong personality of Marlon comes from the combination of the wooden base with the plastic and ergonomic body of the seat, available with backs of two different heights. A project that speaks a modern and sophisticated language.","The strong personality of Marlon comes from the combination of the wooden base with the plastic and ergonomic body of the seat, available with backs of two different heights. A project that speaks a modern and sophisticated language."
79301,"VENTURA LOUNGE","Evolution of the Ventura chair, from which it takes the connection between the base and the back of the seat, Ventura Lounge is an armchair of great comfort and maximum refinement. To promote relaxation, the backrest is elongated and inclined ergonomically. In some fabric versions you can put the spot- light on the seams, with corded profiles in contrasting colour.","Evolution of the Ventura chair, from which it takes the connection between the base and the back of the seat, Ventura Lounge is an armchair of great comfort and maximum refinement. To promote relaxation, the backrest is elongated and inclined ergonomically. In some fabric versions you can put the spot- light on the seams, with corded profiles in contrasting colour."
78996,"MARLON LOUNGE","The modern and sophisticated personality of the Marlon armchair declined in a lounge version, with high backrest and a wider seat. ","La forte personalità della poltrona Marlon deriva dall’accostamento fra il basamento in legno e la scocca della seduta ergonomica, disponibile con schienali di due altezze diverse, con rivestimento in pelle o in tessuto. Un progetto che parla un linguaggio moderno e sofisticato."
79074,"GENTLEMAN","With their naturally elegant posture, the Gentleman bedside tables and dressers bring a gentleman's nobility of spirit and aesthetic refinement into the bedroom. Classic style and attention to detail characterise the bedside tables, which are raised from the floor by lightweight feet. The dresser is also characterised by curved and enveloping lines, which completes the night collection with a cohesive style capable of linking the different elements together.","With their naturally elegant posture, the Gentleman bedside tables and dressers bring a gentleman's nobility of spirit and aesthetic refinement into the bedroom. Classic style and attention to detail characterise the bedside tables, which are raised from the floor by lightweight feet. The dresser is also characterised by curved and enveloping lines, which completes the night collection with a cohesive style capable of linking the different elements together."
79377,"AUDREY","Audrey is a romantic and minimalistic mirror. The wall version enhances the soft edges and the thin frame, while the floor version highlights the particular detail work of the back and the refined metal support.The mirror is available in the light or the bronze version.","Audrey is a romantic and minimalistic mirror. The wall version enhances the soft edges and the thin frame, while the floor version highlights the particular detail work of the back and the refined metal support.The mirror is available in the light or the bronze version."
79146,"BRISTOL","Bristol System is a collection of accessories based on a storage module that can be equipped with drawers, open compartments and closed compartments featuring drop-leaf doors. An ideal system for the living area that can be wall-mounted or positioned in the centre of the room and coordinated with the Bristol sofa and coffee table set.","Bristol System is a collection of accessories based on a storage module that can be equipped with drawers, open compartments and closed compartments featuring drop-leaf doors. An ideal system for the living area that can be wall-mounted or positioned in the centre of the room and coordinated with the Bristol sofa and coffee table set."
79161,"SEATTLE","Like the chair from which it evolved, the stool stands out for its contemporary design inspired by the excellence of the traditional British shoemaking tradition. Broguering stitching and punches enhance the leather upholstery that entirely covers the seat, back and legs. Available in two heights, the Seattle stool is suitable for the breakfast bar and kitchen counter. Seattle best expresses its personality as an elegant complement to all the systems in the Kitchen collection.","Like the chair from which it evolved, the stool stands out for its contemporary design inspired by the excellence of the traditional British shoemaking tradition. Broguering stitching and punches enhance the leather upholstery that entirely covers the seat, back and legs. Available in two heights, the Seattle stool is suitable for the breakfast bar and kitchen counter. Seattle best expresses its personality as an elegant complement to all the systems in the Kitchen collection."
79098,"ONDA","A perfect cube with central stitching that emphasizes its comfort and softness. The Onda pouf completes the sofa in the day area, becoming a comfortable additional seat when needed.","A perfect cube with central stitching that emphasizes its comfort and softness. The Onda pouf completes the sofa in the day area, becoming a comfortable additional seat when needed."
79128,"SOFT","From the interweaving of twenty-five different shades of grey comes the Soft carpet, which distinguishes itself for the nuan- ces and the iridescence given by the bamboo silk. Rectangular in shape, Soft is a soft and refined carpet.","From the interweaving of twenty-five different shades of grey comes the Soft carpet, which distinguishes itself for the nuan- ces and the iridescence given by the bamboo silk. Rectangular in shape, Soft is a soft and refined carpet."
79210,"HOME HOTEL","Protagonist of the Home Hotel collection by Jean-Marie Massaud, the dining table is distinguished by the particular design of the wooden base and by a careful choice of finishes. In the rectangular version, the marble top is integrated into the thickness of the wood - a work of great craftsmanship. The round table, on the other hand, is available with a top in different finishes, also with an integrated swivel top.","The star of the Home Hotel collection, the table is characterised by the particular design of the base and the refined selection of finishes. Made of black elm, an austere and elegant wood, the round version is enhanced with a central rotating marble top inset. A masterfully crafted piece that combines beautiful styling and skill."
79379,"CIRCLE","Circle is a wall mirror in which the geometric perfection of the circle meets the elegance of the leather frame to furnish any room with simplicity.","Circle is a wall mirror in which the geometric perfection of the circle meets the elegance of the leather frame to furnish any room with simplicity."
79173,"VENTURA","The Ventura upholstered chair features a special joint between the backrest and armrests, a detail that expresses character and sensuality. Embodying a perfect balance of comfort and style, Ventura is available with a wood frame and, for the version with a metal frame, in all matt lacquer colours to match the fabric or leather upholstery. A modern and versatile chair, light yet enveloping, ideal for home settings and communities.","The Ventura upholstered chair features a special joint between the backrest and armrests, a detail that expresses character and sensuality. Embodying a perfect balance of comfort and style, Ventura is available with a wood frame and, for the version with a metal frame, in all matt lacquer colours to match the fabric or leather upholstery. A modern and versatile chair, light yet enveloping, ideal for home settings and communities."
79107,"JANE","The elegant and understated Jane bench features a padded seat and a slim, dynamic structure with metal or wooden feet that make it perfect next to a table, at the foot of a bed or in hallways. The bench makes up part of the broader Jane collection, which includes several padded elements.","The elegant and understated Jane bench features a padded seat and a slim, dynamic structure with metal or wooden feet that make it perfect next to a table, at the foot of a bed or in hallways. The bench makes up part of the broader Jane collection, which includes several padded elements."
79095,"GANT","The classic square pouffe, always on-trend. Upholstered in fabric or leather with refined capitonné craftsmanship, Gant stands out for its elegance in the living room or walk-in wardrobe.","The classic square pouffe, always on-trend. Upholstered in fabric or leather with refined capitonné craftsmanship, Gant stands out for its elegance in the living room or walk-in wardrobe."
79104,"NEW YORK","Footrest or freestanding element, the New York pouf is ideal next to the sofa, in the bedroom, or inside the walk-in closet. It is enhanced by the feet forged in a foundry and characterized by hand-stitched seams, a high-tailoring detail.","Footrest or freestanding element, the New York pouf is ideal next to the sofa, in the bedroom, or inside the walk-in closet. It is enhanced by the feet forged in a foundry and characterized by hand-stitched seams, a high-tailoring detail."
79092,"CODE","The Code sideboard collection completes the living room system of the same name with a series of storage units available in different configurations – with open compartments, drawers and hinged or drop-leaf doors. The versatility of the system is marked by the variety of finishes, which give each sideboard a different style – ranging from classic to contemporary. The internal fittings include shelves and drawers, as well as many optional accessories such as cutlery trays, paper trays or pen compartments, depending on whether the sideboard is to be used in the dining or study area. The tall sideboards can be embellished with LED lighting.","The Code sideboard collection completes the living room system of the same name with a series of storage units available in different configurations – with open compartments, drawers and hinged or drop-leaf doors. The versatility of the system is marked by the variety of finishes, which give each sideboard a different style – ranging from classic to contemporary. The internal fittings include shelves and drawers, as well as many optional accessories such as cutlery trays, paper trays or pen compartments, depending on whether the sideboard is to be used in the dining or study area. The tall sideboards can be embellished with LED lighting."
79080,"WALL SYSTEM","A historic living room system by Poliform, Wall System is an exceptionally versatile furnishing concept. In constant evolution, the system is based on the bookcase as the living room's aesthetic and functional focal point. Designed starting from the bookcase with a load-bearing frame, Wall System is lightened by a slender grid structure and a combination of shelves and doors, display cases or back panels in precious materials such as marble. A series of elements extend the functionality of the bookcase, such as hinged, sliding or drop-leaf doors that can also be used to create a bar or home office corner. The functionality extends to display cases and showcases behind which to display objects, works of art, ceramics and glassware, as well as drawers, TV shelves and lighting systems. The versatility of Wall System is also expressed from an aesthetic point of view, with finishes capable of enhancing any composition with character and style.","A historic living room system by Poliform, Wall System is an exceptionally versatile furnishing concept. In constant evolution, the system is based on the bookcase as the living room's aesthetic and functional focal point. Designed starting from the bookcase with a load-bearing frame, Wall System is lightened by a slender grid structure and a combination of shelves and doors, display cases or back panels in precious materials such as marble. A series of elements extend the functionality of the bookcase, such as hinged, sliding or drop-leaf doors that can also be used to create a bar or home office corner. The functionality extends to display cases and showcases behind which to display objects, works of art, ceramics and glassware, as well as drawers, TV shelves and lighting systems. The versatility of Wall System is also expressed from an aesthetic point of view, with finishes capable of enhancing any composition with character and style."
79394,"KELLY","The Kelly bed is distinguished by the harmonious combination of various finishes. A lightweight and slender solid wood base, also upholstered in fabric or leather, sets off the cushioned bed frame and soft, enveloping headboard, which invites rest and relaxation. The high-quality upholstery of this elegant bed, also characterised by its soft appearance, is its key feature. The headboard, also available with two different finishes for the inside and outside, is even more refined in the version with a Nubuck or woven Silk leather interior. Its craftsmanship and elegance are akin to on-trend fashion aesthetics. The Kelly bed is part of the bedroom collection of the same name and can be complemented with chests of drawers and bedside tables.","The Kelly bed is distinguished by the harmonious combination of various finishes. A lightweight and slender solid wood base, also upholstered in fabric or leather, sets off the cushioned bed frame and soft, enveloping headboard, which invites rest and relaxation. The high-quality upholstery of this elegant bed, also characterised by its soft appearance, is its key feature. The headboard, also available with two different finishes for the inside and outside, is even more refined in the version with a Nubuck or woven Silk leather interior. Its craftsmanship and elegance are akin to on-trend fashion aesthetics. The Kelly bed is part of the bedroom collection of the same name and can be complemented with chests of drawers and bedside tables."
79197,"FLUTE","Flute is s small table for the most intimate occasions. It reinterprets a classic shape of design with personality, combining the thin and clean base like that of a stem glass, with a round top, to be customized with all available finishes, from mat and glossy lacquers to marble.","Flute is s small table for the most intimate occasions. It reinterprets a classic shape of design with personality, combining the thin and clean base like that of a stem glass, with a round top, to be customized with all available finishes, from mat and glossy lacquers to marble."
79179,"IPANEMA","The original and sophisticated Ipanema chair is very versatile. The particular wood structure, with or without armrests, can be paired with all the fabrics and leathers of the collection to create customised seating to suit the taste and style of the setting. The chair is part of a larger collection that includes the armchair.","The original and sophisticated Ipanema chair is very versatile. The particular wood structure, with or without armrests, can be paired with all the fabrics and leathers of the collection to create customised seating to suit the taste and style of the setting. The chair is part of a larger collection that includes the armchair."
79213,"MONDRIAN","A new classic for the contemporary dining room, the Mondrian table reinterprets the light and elegant design of the sofa and coffee table collection of the same name. The slender, graceful metal frame may be customised in brown nickel or champagne tones. At the same time, sophisticated finishes like glass and marble have been selected for the oval, round or rectangular top in various sizes.","A new classic for the contemporary dining room, the Mondrian table reinterprets the light and elegant design of the sofa and coffee table collection of the same name. The slender, graceful metal frame may be customised in brown nickel or champagne tones. At the same time, sophisticated finishes like glass and marble have been selected for the oval, round or rectangular top in various sizes."
79158,"SOPHIE LITE","The Sophie Lite stool reinterprets the classic elegance of the chair that shares the same name in a taller, sleeker version. The delicate design of the armrest and the generous seat are retained, while the solid wood structure is further enhanced by the functional and stylish detail of the footrest. The padded seat can be upholstered in fabric or leather.","The Sophie Lite stool reinterprets the classic elegance of the chair that shares the same name in a taller, sleeker version.The delicate design of the armrest and the generous seat are retained, while the solid wood structure is further enhanced by the functional and stylish detail of the footrest. The padded seat can be upholstered in fabric or leather."
79149,"CODE","Code is a cross-cutting system that offers unprecedented design freedom. Designed for contemporary living areas, it can also be used in the bedroom, where panelling, suspended storage units and shelves are reinterpreted as stand-alone elements or in combination with wardrobes and walk-in closets. The system is complemented by a collection of sideboards that can be freely configured by choosing from open compartments, display cabinets, drawers, hinged or drop-leaf doors. The system's versatility is also expressed through the variety of finishes. Each individual component can be customised.","Code is a cross-cutting system that offers unprecedented design freedom. Designed for contemporary living areas, it can also be used in the bedroom, where panelling, suspended storage units and shelves are reinterpreted as stand-alone elements or in combination with wardrobes and walk-in closets. The system is complemented by a collection of sideboards that can be freely configured by choosing from open compartments, display cabinets, drawers, hinged or drop-leaf doors. The system's versatility is also expressed through the variety of finishes. Each individual component can be customised."
